stage,step,action,reward,state,state_name,exploration,delta,delta_bb,delta_time,best_state
1,193566,3,0.0,0,,,0.000147,8.9e-05,0.000206,0
1,193568,3,0.0,0,,,0.0,0.0,0.0,0
1,193570,3,0.0,0,,,0.001117,0.000987,0.001247,0
1,193572,1,4.2e-05,1,,,-9.5e-05,-0.000121,-6.9e-05,1
1,193574,0,0.0,0,,,0.000158,0.000156,0.00016,0
1,193576,0,0.0,0,,,0.000233,0.000333,0.000133,0
1,193578,0,0.0,0,,,0.000125,0.000171,7.9e-05,0
1,193580,0,0.0,0,,,0.000363,0.000422,0.000305,0
1,193582,2,3e-06,0,,,-9e-06,-1.3e-05,-5e-06,0
1,193584,3,0.0,0,,,0.000365,0.00037,0.00036,0
1,193586,3,0.0,0,,,1.5e-05,2.3e-05,8e-06,0
1,193588,1,2.7e-05,1,,,-7.9e-05,-4e-06,-0.000154,1
1,193590,1,3e-06,0,,,-6e-06,-1.4e-05,1e-06,0
1,193592,1,0.0,0,,,5.2e-05,1.1e-05,9.3e-05,0
1,193594,0,0.0,0,,,0.001414,0.001589,0.00124,0
1,193596,1,0.0,0,,,3.1e-05,5.3e-05,1e-05,0
1,193598,2,5.1e-05,1,,,-0.000211,-7.7e-05,-0.000345,1
1,193600,3,0.0,0,,,0.000319,0.000151,0.000488,0
1,193602,0,0.0,0,,,0.000822,0.001161,0.000483,0
1,193604,2,0.0,0,,,3.3e-05,3.1e-05,3.5e-05,0
1,193606,2,1e-06,0,,,-7e-06,1.2e-05,-2.7e-05,0
1,193608,1,0.000151,1,,,-0.000344,-0.000433,-0.000255,1
1,193610,3,0.0,0,,,5.1e-05,4.9e-05,5.4e-05,0
1,193612,2,0.0,0,,,0.001613,0.00109,0.002136,0
1,193614,1,0.0,0,,,0.000271,0.000121,0.000421,0
1,193616,2,0.0,0,,,4e-06,3e-06,5e-06,0
1,193618,2,0.0,0,,,7e-06,-1.1e-05,2.5e-05,0
1,193620,2,0.0,0,,,7e-06,0.000175,-0.000162,0
1,193622,3,9.5e-05,1,,,-0.000141,-0.000232,-5e-05,1
1,193624,1,0.0,0,,,2.6e-05,4.2e-05,1e-05,0
1,193626,2,3.4e-05,1,,,-0.000115,-0.000156,-7.5e-05,1
1,193628,0,5.9e-05,1,,,-2.9e-05,-8e-05,2.2e-05,1
1,193630,0,0.0,0,,,0.000674,0.000665,0.000682,0
1,193632,1,0.0,0,,,4.4e-05,1.5e-05,7.2e-05,0
1,193634,1,0.0,0,,,3e-06,-2.9e-05,3.5e-05,0
1,193636,1,0.0,0,,,0.000121,4.3e-05,0.000199,0
1,193638,3,0.0,0,,,0.002578,0.003418,0.001737,0
1,193640,1,0.0,0,,,9.8e-05,0.000128,6.8e-05,0
1,193642,3,0.0,0,,,0.002256,0.003092,0.001421,0
1,193644,2,0.0,0,,,2.5e-05,5e-06,4.5e-05,0
1,193646,3,3e-05,1,,,-4.9e-05,-5.1e-05,-4.7e-05,1
1,193648,3,0.0,0,,,7.2e-05,9.4e-05,4.9e-05,0
1,193650,0,0.0,0,,,0.000777,0.001012,0.000543,0
1,193652,2,0.0,0,,,0.000193,0.000218,0.000168,0
1,193654,1,6.7e-05,1,,,-0.00016,-0.000157,-0.000164,1
1,193656,3,9.8e-05,1,,,-0.000158,-0.00018,-0.000137,1
1,193658,3,0.0,1,,,2e-06,-1.1e-05,1.5e-05,1
1,193660,0,0.0,0,,,0.000239,0.000331,0.000147,0
1,193662,1,1.2e-05,2,,,-3e-05,-2.5e-05,-3.6e-05,2
1,193664,1,0.0,2,,,-0.0,0.0,-0.0,2
1,193666,1,0.0,2,,,0.00017,0.000166,0.000174,2
1,193668,1,5.5e-05,2,,,-0.000152,-5.1e-05,-0.000253,2
1,193670,1,3e-06,0,,,-7e-06,-5e-06,-8e-06,0
1,193672,0,0.0,0,,,0.00162,0.002006,0.001235,0
1,193674,3,0.0,0,,,9.7e-05,0.000125,6.8e-05,0
1,193676,1,3.1e-05,2,,,-7e-05,-9.3e-05,-4.7e-05,2
1,193678,1,0.0,1,,,2.1e-05,2.5e-05,1.8e-05,1
1,193680,2,0.0,0,,,9.5e-05,7.9e-05,0.000111,0
1,193682,0,0.0,0,,,0.000588,0.000781,0.000395,0
1,193684,2,0.0,0,,,0.000105,0.000127,8.3e-05,0
1,193686,3,0.0,0,,,0.000828,0.000775,0.000882,0
1,193688,2,0.0,0,,,6e-05,6.7e-05,5.3e-05,0
1,193690,2,0.0,0,,,0.001699,0.002435,0.000963,0
1,193692,3,0.0,0,,,0.000149,0.000193,0.000104,0
1,193694,3,0.0,0,,,1.2e-05,1.1e-05,1.3e-05,1
1,193696,3,0.0,0,,,9.5e-05,0.00021,-2e-05,2
1,193698,1,0.0,0,,,0.000112,5.1e-05,0.000174,0
1,193700,2,0.0,0,,,0.000275,0.000478,7.1e-05,0
1,193702,0,0.0,0,,,0.002207,0.002881,0.001533,0
1,193704,0,4e-05,1,,,-2.7e-05,-2.6e-05,-2.8e-05,1
1,193706,1,3.5e-05,1,,,-8.7e-05,-6.9e-05,-0.000105,1
1,193708,2,0.0,0,,,1.7e-05,1.6e-05,1.7e-05,0
1,193710,2,1.7e-05,1,,,-6.6e-05,-5.2e-05,-7.9e-05,1
1,193712,3,0.0,0,,,5.4e-05,2.8e-05,8.1e-05,0
1,193714,1,2e-06,0,,,-2e-06,-2.1e-05,1.7e-05,0
1,193716,2,7e-06,0,,,-2.7e-05,-1.6e-05,-3.9e-05,0
1,193718,1,3.1e-05,1,,,-7.5e-05,-7.5e-05,-7.5e-05,1
1,193720,0,0.0,0,,,0.00037,0.000513,0.000227,0
1,193722,1,0.0,0,,,9e-06,9e-06,9e-06,0
1,193724,2,0.0,0,,,1e-06,2.3e-05,-2.1e-05,0
1,193726,3,0.0,0,,,2.4e-05,5.5e-05,-7e-06,0
1,193728,1,0.0,0,,,0.000505,0.000651,0.000358,0
1,193730,2,0.0,0,,,3e-05,2.3e-05,3.7e-05,0
1,193732,2,9e-06,0,,,-2.5e-05,-5.9e-05,8e-06,0
1,193734,2,3e-06,0,,,-1.5e-05,-2e-06,-2.7e-05,0
1,193736,1,0.0,0,,,3e-06,-1e-06,7e-06,0
1,193738,0,0.0,0,,,0.000902,0.001155,0.000649,0
1,193740,3,0.000185,1,,,-0.000343,-0.000168,-0.000518,1
1,193742,1,0.0,0,,,0.0004,0.000554,0.000246,0
1,193744,0,0.0,0,,,0.000283,0.000312,0.000254,0
1,193746,3,3.3e-05,1,,,-2.9e-05,-0.000157,9.9e-05,1
1,193748,3,0.0,0,,,1.4e-05,1.8e-05,1e-05,0
1,193750,0,0.0,0,,,0.000218,0.000263,0.000172,0
1,193752,1,0.0,0,,,6.6e-05,7.4e-05,5.8e-05,0
1,193754,0,0.0,0,,,1e-06,-8e-06,9e-06,0
1,193756,3,8.8e-05,1,,,-0.000131,-0.000205,-5.7e-05,1
1,193758,2,5e-06,0,,,-2e-05,-1e-05,-3e-05,0
1,193760,0,0.0,0,,,0.000199,0.000248,0.00015,0
1,193762,1,5.6e-05,1,,,-0.00013,-0.000153,-0.000108,1
1,193764,1,6e-06,1,,,-1.6e-05,-1.1e-05,-2e-05,1
1,193766,3,0.0,0,,,1.3e-05,7.5e-05,-4.9e-05,0
1,193768,3,0.0,0,,,0.000306,0.000112,0.0005,0
1,193770,1,0.0,0,,,9e-06,-4e-06,2.1e-05,0
1,193772,3,0.0,0,,,4.5e-05,-5.7e-05,0.000147,0
1,193774,1,1.8e-05,1,,,-2.9e-05,-9.3e-05,3.4e-05,1
1,193776,3,0.0,0,,,1.5e-05,2.5e-05,5e-06,0
1,193778,3,-1e-06,0,,,-3e-06,2.5e-05,-3.2e-05,0
1,193780,3,0.0,0,,,0.001074,0.000695,0.001454,0
1,193782,0,0.0,0,,,0.001617,0.002064,0.00117,0
1,193784,1,5e-06,0,,,-1.4e-05,0.0,-2.8e-05,0
1,193786,2,1e-05,2,,,-4.7e-05,2e-06,-9.6e-05,2
1,193788,2,0.0,2,,,0.003263,0.004509,0.002018,2
1,193790,2,0.0,0,,,0.000682,0.000427,0.000938,0
1,193792,0,0.0,0,,,0.000231,0.000233,0.00023,0
1,193794,3,5.4e-05,1,,,-9.3e-05,-8.2e-05,-0.000103,1
1,193796,0,0.0,0,,,0.000811,0.001068,0.000554,0
1,193798,1,0.0,0,,,0.000378,0.000206,0.00055,0
1,193800,0,0.0,0,,,0.000524,0.000616,0.000433,0
1,193802,3,0.000229,1,,,-0.000431,-0.000184,-0.000679,1
1,193804,3,5.6e-05,3,,,-9.6e-05,-8.3e-05,-0.000109,3
1,193806,3,3.1e-05,3,,,-4.9e-05,-6.7e-05,-3e-05,3
1,193808,3,0.0,1,,,0.002574,0.00299,0.002158,1
1,193810,3,0.0,0,,,0.000352,0.000422,0.000283,0
1,193812,2,3e-06,0,,,-1.3e-05,-5e-06,-2e-05,0
1,193814,2,0.0,0,,,2e-06,3e-06,2e-06,0
1,193816,3,0.0,0,,,0.000169,0.000287,5e-05,0
1,193818,1,5.9e-05,1,,,-0.000141,-0.000144,-0.000138,1
1,193820,3,0.0,0,,,0.000424,0.000273,0.000575,0
1,193822,3,9.1e-05,1,,,-0.000142,-0.000194,-9e-05,1
1,193824,3,0.0,1,,,0.00034,0.0004,0.00028,1
1,193826,2,2.9e-05,1,,,-0.000102,-0.000117,-8.7e-05,1
1,193828,2,2.5e-05,1,,,-8.9e-05,-9.5e-05,-8.3e-05,1
1,193830,3,1e-06,0,,,-6e-06,1.3e-05,-2.4e-05,0
1,193832,0,0.0,0,,,0.000927,0.00119,0.000664,0
1,193834,2,0.0,0,,,0.000121,0.00012,0.000121,0
1,193836,1,0.0,0,,,3.9e-05,5e-05,2.9e-05,0
1,193838,3,3e-06,0,,,-2e-06,-1.2e-05,7e-06,0
1,193840,1,3e-06,0,,,-5e-06,-1.2e-05,2e-06,0
1,193842,2,4e-06,0,,,-1.3e-05,-2.8e-05,2e-06,0
1,193844,2,0.0,0,,,0.000218,0.000278,0.000157,0
1,193846,0,0.0,0,,,0.000312,0.000436,0.000188,0
1,193848,3,0.0,0,,,0.000152,0.000235,6.8e-05,0
1,193850,2,0.0,0,,,3.2e-05,6.3e-05,1e-06,0
1,193852,3,0.0,0,,,-1e-06,4e-06,-7e-06,0
1,193854,3,0.000111,2,,,-0.000185,-0.000181,-0.00019,2
1,193856,3,0.000103,2,,,-0.000165,-0.000197,-0.000134,2
1,193858,1,0.0,0,,,5e-06,4e-06,6e-06,1
1,193860,3,0.0,1,,,6.4e-05,5.2e-05,7.6e-05,1
1,193862,3,0.0,1,,,0.001596,0.002054,0.001139,1
1,193864,3,0.0,1,,,3.3e-05,2.4e-05,4.2e-05,1
1,193866,1,0.000163,2,,,-0.000391,-0.000398,-0.000383,2
1,193868,1,0.0,0,,,3.9e-05,2.6e-05,5.2e-05,1
1,193870,1,0.0,0,,,1e-05,1.4e-05,6e-06,0
1,193872,2,3e-05,1,,,-0.000112,-9.8e-05,-0.000127,1
1,193874,1,5e-06,0,,,-1.6e-05,0.0,-3.3e-05,0
1,193876,3,2.7e-05,2,,,-4e-05,-6.5e-05,-1.5e-05,2
1,193878,3,0.0,0,,,0.00019,0.000203,0.000176,0
1,193880,1,1.1e-05,1,,,-2.5e-05,-3e-05,-1.9e-05,1
1,193882,1,0.00025,1,,,-0.00058,-0.000681,-0.000479,1
1,193884,0,0.0,0,,,0.002754,0.002559,0.00295,0
1,193886,3,0.0,0,,,0.000392,0.000347,0.000437,0
1,193888,0,5e-06,0,,,-4e-06,-1e-06,-7e-06,0
1,193890,0,0.0,0,,,1.7e-05,1.5e-05,1.8e-05,0
1,193892,1,0.0,0,,,0.000122,0.000216,2.8e-05,0
1,193894,1,0.0,0,,,1.1e-05,2.5e-05,-4e-06,0
1,193896,1,2.3e-05,1,,,-6.6e-05,-1.2e-05,-0.000119,1
1,193898,1,1.6e-05,3,,,-3.8e-05,-3.9e-05,-3.7e-05,3
1,193900,1,9e-06,2,,,-2.5e-05,-1.4e-05,-3.5e-05,2
1,193902,1,0.0,0,,,0.000245,3.5e-05,0.000456,0
1,193904,2,0.0,0,,,0.001104,0.001376,0.000831,0
1,193906,2,1.2e-05,1,,,-4.2e-05,-3.9e-05,-4.6e-05,1
1,193908,3,0.0,0,,,0.000142,0.000214,7.1e-05,0
1,193910,3,0.0,0,,,7e-06,1.1e-05,3e-06,0
1,193912,0,0.0,0,,,0.0006,0.000806,0.000393,0
1,193914,0,0.0,0,,,0.001605,0.001785,0.001426,0
1,193916,2,0.0,0,,,0.000164,0.000185,0.000144,0
1,193918,1,0.000135,1,,,-0.000305,-0.000406,-0.000204,1
1,193920,2,0.0,0,,,3.9e-05,2.2e-05,5.6e-05,0
1,193922,3,1.2e-05,1,,,-1.9e-05,-2.4e-05,-1.4e-05,1
1,193924,1,0.0,0,,,3.8e-05,9.8e-05,-2.2e-05,0
1,193926,3,1e-05,1,,,-1.5e-05,-2.4e-05,-6e-06,1
1,193928,3,0.0,0,,,0.000351,0.0003,0.000401,0
1,193930,3,0.0,0,,,2e-06,2e-06,3e-06,0
1,193932,2,0.0,0,,,0.000329,0.000568,9.1e-05,0
1,193934,1,1e-06,0,,,-2e-06,-3e-06,-2e-06,0
1,193936,1,7.9e-05,1,,,-0.000141,-0.000385,0.000102,1
1,193938,1,3e-06,1,,,-5e-06,-1.4e-05,5e-06,1
1,193940,1,5e-06,0,,,-1.3e-05,-6e-06,-2.1e-05,0
1,193942,0,0.0,0,,,0.000701,0.000843,0.00056,0
1,193944,2,0.0,0,,,0.001369,0.001168,0.001571,1
1,193946,1,0.0,1,,,1e-06,6e-06,-3e-06,1
1,193948,3,4.6e-05,1,,,-8.8e-05,-3.3e-05,-0.000144,1
1,193950,3,0.0,1,,,0.000112,7e-05,0.000155,1
1,193952,3,0.0,1,,,0.000144,0.000124,0.000163,1
1,193954,0,0.0,0,,,0.000183,0.000238,0.000129,0
1,193956,2,0.0,0,,,0.000374,0.000389,0.000359,0
1,193958,3,0.000123,1,,,-0.000239,-6.9e-05,-0.000408,1
1,193960,3,0.0,0,,,1.4e-05,2e-06,2.6e-05,0
1,193962,0,0.0,0,,,0.003537,0.003448,0.003626,0
1,193964,0,0.0,0,,,7e-05,3.3e-05,0.000108,0
1,193966,2,0.0,0,,,0.000152,0.00027,3.4e-05,0
1,193968,3,0.0,0,,,0.001503,0.001178,0.001828,0
1,193970,1,0.0,0,,,1e-06,-1e-06,3e-06,0
1,193972,3,4.6e-05,1,,,-7.5e-05,-8.3e-05,-6.7e-05,1
1,193974,3,0.0,1,,,0.000664,0.000895,0.000432,1
1,193976,3,0.0,0,,,-0.0,0.0,-0.0,0
1,193978,3,0.0,0,,,0.000302,0.000299,0.000306,0
1,193980,3,0.0,0,,,0.000126,0.000181,7.1e-05,0
1,193982,2,0.0,0,,,0.000128,8.8e-05,0.000168,0
1,193984,2,0.0,0,,,0.000631,0.000514,0.000749,0
1,193986,0,0.0,0,,,0.000935,0.001345,0.000526,0
1,193988,1,0.0,0,,,0.000436,0.000243,0.000628,0
1,193990,1,1.5e-05,1,,,-3.5e-05,-4.2e-05,-2.9e-05,1
1,193992,3,6e-06,0,,,-1e-05,-1e-05,-1e-05,0
1,193994,1,0.0,0,,,2e-05,2.5e-05,1.4e-05,0
1,193996,0,0.0,0,,,0.004111,0.003866,0.004356,0
1,193998,1,0.0,0,,,0.00063,0.000896,0.000364,0
1,194000,2,3e-06,0,,,-5e-06,-2.6e-05,1.7e-05,0
1,194002,1,6e-06,0,,,-1e-05,-2.8e-05,9e-06,0
1,194004,2,0.0,0,,,3.2e-05,4.8e-05,1.6e-05,0
1,194006,2,0.0,0,,,0.000117,0.000134,0.0001,0
1,194008,3,0.0,0,,,5.4e-05,4e-05,6.8e-05,0
1,194010,2,0.0,0,,,3e-06,0.0,7e-06,0
1,194012,2,0.0,0,,,0.000412,0.000737,8.7e-05,1
1,194014,0,0.0,0,,,1.5e-05,7e-06,2.2e-05,0
1,194016,1,0.0,0,,,0.000131,6.6e-05,0.000195,0
1,194018,0,0.0,0,,,0.001142,0.001554,0.00073,0
1,194020,3,2e-05,1,,,-5.8e-05,6.6e-05,-0.000182,1
1,194022,3,0.0,0,,,1e-05,2.3e-05,-4e-06,0
1,194024,1,0.0,0,,,2.7e-05,4e-05,1.5e-05,0
1,194026,2,0.0,0,,,0.000205,8.5e-05,0.000325,0
1,194028,1,1.7e-05,1,,,-3.7e-05,-6.1e-05,-1.3e-05,1
1,194030,0,0.0,0,,,0.000144,0.000221,6.7e-05,0
1,194032,3,0.0,0,,,0.00025,0.000133,0.000366,0
1,194034,1,9e-06,0,,,-1.4e-05,-5e-05,2.2e-05,0
1,194036,2,9e-06,0,,,-3.5e-05,-1.5e-05,-5.5e-05,0
1,194038,0,0.0,0,,,0.002083,0.001933,0.002232,0
1,194040,3,0.0,0,,,2.8e-05,-2e-05,7.6e-05,0
1,194042,3,0.0,0,,,0.000182,5.3e-05,0.000311,0
1,194044,0,0.00038,1,,,-0.000264,-0.000213,-0.000315,1
1,194046,2,1.5e-05,1,,,-6e-05,-3.9e-05,-8e-05,1
1,194048,2,2.6e-05,3,,,-0.000103,-5.7e-05,-0.000148,3
1,194050,2,6.6e-05,3,,,-0.000226,-0.000278,-0.000175,3
1,194052,2,0.0,1,,,1.2e-05,1.1e-05,1.2e-05,1
1,194054,2,2e-06,1,,,-7e-06,1e-06,-1.6e-05,1
1,194056,0,0.0,0,,,0.000327,0.000437,0.000218,0
1,194058,0,0.0,0,,,0.00097,0.001106,0.000833,0
1,194060,1,0.0,0,,,0.000523,0.000719,0.000326,0
1,194062,2,0.0,0,,,3.4e-05,-3e-06,7e-05,0
1,194064,3,0.0,0,,,0.002882,0.002284,0.003479,0
1,194066,0,8.1e-05,1,,,-4.9e-05,-7.3e-05,-2.5e-05,1
1,194068,0,0.0,1,,,6.3e-05,5.6e-05,6.9e-05,1
1,194070,2,3e-06,0,,,-1.2e-05,-1e-05,-1.3e-05,0
1,194072,0,0.0,0,,,0.000302,0.000288,0.000316,0
1,194074,2,0.0,0,,,0.000268,0.000386,0.00015,0
1,194076,1,0.0,0,,,1e-06,0.0,2e-06,0
1,194078,3,0.0,0,,,3.6e-05,1.8e-05,5.3e-05,0
1,194080,2,0.0,0,,,0.000484,0.000482,0.000486,0
1,194082,2,0.0,0,,,0.00053,0.00073,0.00033,0
1,194084,1,3.4e-05,2,,,-8.7e-05,-5.5e-05,-0.000119,2
1,194086,1,4e-06,2,,,-1.1e-05,-9e-06,-1.3e-05,2
1,194088,1,0.0,1,,,8.1e-05,0.000103,5.9e-05,1
1,194090,1,0.0,0,,,0.000111,4.2e-05,0.000179,1
1,194092,3,0.0,0,,,0.000936,0.000662,0.00121,0
1,194094,3,4.2e-05,1,,,-6.5e-05,-9.2e-05,-3.8e-05,1
1,194096,2,0.0,0,,,0.001651,0.001572,0.00173,0
1,194098,3,0.0,0,,,1e-06,-1.9e-05,2.1e-05,0
1,194100,1,0.0,0,,,0.000221,0.000248,0.000195,0
1,194102,0,0.0,0,,,0.000882,0.00084,0.000924,0
1,194104,0,0.0,0,,,0.004038,0.003468,0.004609,0
1,194106,3,0.0,0,,,4.3e-05,9.7e-05,-1.1e-05,0
1,194108,3,0.0,0,,,0.000546,0.000558,0.000534,0
1,194110,2,0.0,0,,,0.000577,0.00037,0.000784,0
1,194112,0,0.0,0,,,0.000373,0.000488,0.000258,0
1,194114,1,0.0,0,,,0.000669,0.000766,0.000572,0
1,194116,0,0.0,0,,,7.1e-05,0.000187,-4.5e-05,0
1,194118,0,0.0,0,,,8e-06,3.1e-05,-1.4e-05,0
1,194120,3,0.0,0,,,5.2e-05,0.000114,-9e-06,0
1,194122,3,0.0,0,,,6.4e-05,0.000166,-3.8e-05,0
1,194124,1,0.0,0,,,1.3e-05,5e-06,2.1e-05,0
1,194126,2,0.000126,1,,,-0.000437,-0.000527,-0.000348,1
1,194128,0,0.0,0,,,0.000255,0.000343,0.000168,0
1,194130,1,0.000271,1,,,-0.000622,-0.000764,-0.00048,1
1,194132,1,0.0,1,,,2.1e-05,1.4e-05,2.8e-05,1
1,194134,1,0.0,1,,,6.5e-05,0.00011,1.9e-05,1
1,194136,1,0.0,1,,,0.000158,0.00014,0.000176,1
1,194138,3,0.0,0,,,0.001811,0.002133,0.001489,0
1,194140,2,0.0,0,,,9e-06,1.4e-05,3e-06,0
1,194142,3,1.1e-05,2,,,-2.9e-05,2e-05,-7.7e-05,2
1,194144,3,4.4e-05,2,,,-7.5e-05,-6.3e-05,-8.8e-05,2
1,194146,3,1.6e-05,2,,,-4.4e-05,4e-05,-0.000128,2
1,194148,3,3.3e-05,2,,,-5.9e-05,-4.1e-05,-7.6e-05,2
1,194150,3,0.0,2,,,1.1e-05,4.5e-05,-2.2e-05,2
1,194152,3,0.0,0,,,2.5e-05,-4e-05,9e-05,0
1,194154,2,0.000183,1,,,-0.000666,-0.000623,-0.000709,1
1,194156,0,0.0,0,,,0.000618,0.000824,0.000411,0
1,194158,0,0.0,0,,,0.000422,0.000505,0.000339,0
1,194160,2,0.0,0,,,2.7e-05,2.9e-05,2.4e-05,0
1,194162,3,0.0,0,,,2.1e-05,1.8e-05,2.4e-05,0
1,194164,3,2.8e-05,1,,,-5.7e-05,-7e-06,-0.000108,1
1,194166,3,0.0,0,,,0.001189,0.001155,0.001223,0
1,194168,0,0.0,0,,,0.000126,0.000113,0.000138,0
1,194170,0,0.0,0,,,0.000336,0.000297,0.000374,0
1,194172,2,1e-05,2,,,-4.1e-05,-2.6e-05,-5.5e-05,2
1,194174,2,0.0,2,,,0.000281,0.000159,0.000403,2
1,194176,2,2e-06,2,,,-5e-06,-8e-06,-2e-06,2
1,194178,2,5e-06,0,,,-1.8e-05,-2.1e-05,-1.4e-05,0
1,194180,1,1e-06,0,,,-4e-06,0.0,-8e-06,0
1,194182,0,0.0,0,,,0.00214,0.002641,0.001638,0
1,194184,1,6.6e-05,1,,,-0.000165,-0.000139,-0.00019,1
1,194186,0,0.0,0,,,0.001578,0.002144,0.001011,0
1,194188,1,0.0,0,,,0.002122,0.001372,0.002872,0
1,194190,2,2e-05,1,,,-6.5e-05,-9.5e-05,-3.5e-05,1
1,194192,3,2e-05,1,,,-3.1e-05,-4.3e-05,-2e-05,1
1,194194,1,0.0,0,,,7e-06,2e-06,1.3e-05,0
1,194196,3,0.0,0,,,7e-06,1e-05,3e-06,0
1,194198,2,0.0,0,,,8.6e-05,0.000108,6.5e-05,0
1,194200,3,0.0,0,,,0.000315,0.000333,0.000298,0
1,194202,1,0.0,0,,,3.6e-05,3.4e-05,3.8e-05,0
1,194204,0,0.0,0,,,0.000831,0.000758,0.000904,0
1,194206,2,0.0,0,,,0.0,0.0,0.0,0
1,194208,3,0.0,0,,,0.00119,0.001652,0.000729,0
1,194210,2,0.0,0,,,6.5e-05,3e-06,0.000126,0
1,194212,0,0.0,0,,,0.000637,0.000801,0.000473,0
1,194214,2,2.8e-05,1,,,-9.4e-05,-0.000121,-6.8e-05,1
1,194216,2,0.0,1,,,3e-06,1.8e-05,-1.3e-05,1
1,194218,2,1.6e-05,1,,,-6.4e-05,-2.8e-05,-0.0001,1
1,194220,0,0.0,0,,,0.000754,0.000734,0.000774,0
1,194222,3,0.0,0,,,8.3e-05,9.5e-05,7.2e-05,0
1,194224,3,0.0,0,,,0.000114,0.000122,0.000105,0
1,194226,2,3e-06,0,,,-1.2e-05,-8e-06,-1.7e-05,0
1,194228,3,0.0,0,,,8.3e-05,6.8e-05,9.8e-05,0
1,194230,1,1e-05,1,,,-2.6e-05,-2.2e-05,-2.9e-05,1
1,194232,0,0.0,0,,,0.000845,0.001052,0.000639,0
1,194234,3,0.0,0,,,2.5e-05,6.7e-05,-1.7e-05,0
1,194236,3,0.0,0,,,0.000236,0.000161,0.00031,0
1,194238,1,1e-05,1,,,-2.1e-05,-3.4e-05,-8e-06,1
1,194240,1,8.5e-05,3,,,-0.000208,-0.00019,-0.000225,3
1,194242,1,0.0,1,,,0.000677,0.000903,0.000451,1
1,194244,1,0.0,1,,,1.4e-05,6e-06,2.2e-05,1
1,194246,0,0.0,0,,,0.000201,0.000285,0.000117,0
1,194248,2,0.0,0,,,8e-06,-5.1e-05,6.7e-05,0
1,194250,0,0.0,0,,,1.8e-05,1.3e-05,2.4e-05,0
1,194252,0,0.0,0,,,0.000718,0.00094,0.000496,0
1,194254,3,5e-06,0,,,-1.2e-05,1e-05,-3.5e-05,0
1,194256,1,0.0,0,,,0.000803,0.000724,0.000882,0
1,194258,1,0.0,0,,,6e-06,7e-06,5e-06,0
1,194260,0,0.0,0,,,0.001892,0.001689,0.002094,0
1,194262,0,0.0,0,,,8.7e-05,0.000117,5.8e-05,0
1,194264,3,1e-05,2,,,-2.6e-05,1.9e-05,-7.1e-05,2
1,194266,3,7e-05,2,,,-0.00012,-0.000107,-0.000132,2
1,194268,3,0.0,0,,,7.4e-05,5.7e-05,9e-05,0
1,194270,3,0.0,0,,,0.001529,0.002049,0.001009,0
1,194272,3,0.0,0,,,1.5e-05,1.6e-05,1.3e-05,0
1,194274,3,5.6e-05,1,,,-7e-05,-0.000185,4.5e-05,1
1,194276,3,0.0,0,,,6.6e-05,0.000133,-2e-06,0
1,194278,1,3e-05,2,,,-7.9e-05,-4.6e-05,-0.000112,2
1,194280,1,0.0,0,,,4e-05,2e-05,6e-05,0
1,194282,3,0.0,0,,,0.000134,0.000159,0.000108,0
1,194284,1,0.0,0,,,0.000371,0.000425,0.000317,0
1,194286,3,3.7e-05,1,,,-4.8e-05,-0.000116,2e-05,1
1,194288,0,0.0,0,,,5.5e-05,8.6e-05,2.4e-05,0
1,194290,1,1.4e-05,1,,,-3.9e-05,-8e-06,-7e-05,1
1,194292,3,0.0,0,,,0.000233,0.000159,0.000306,0
1,194294,0,0.0,0,,,0.002642,0.00258,0.002704,0
1,194296,3,0.0,0,,,0.000103,0.000125,8.1e-05,0
1,194298,0,0.0,0,,,0.00128,0.00154,0.001021,0
1,194300,0,0.0,0,,,0.00104,0.001358,0.000722,0
1,194302,2,7e-06,0,,,-2.8e-05,-1e-05,-4.6e-05,0
1,194304,3,0.0,0,,,0.000114,0.000163,6.5e-05,0
1,194306,3,3.7e-05,1,,,-6.6e-05,-4.9e-05,-8.3e-05,1
1,194308,3,0.000116,3,,,-0.000193,-0.000195,-0.000191,3
1,194310,3,1.9e-05,3,,,-3.5e-05,-1.9e-05,-5e-05,3
1,194312,3,0.0,1,,,5e-05,5e-05,5.1e-05,1
1,194314,3,9.6e-05,3,,,-0.000169,-0.000118,-0.00022,3
1,194316,3,0.0,1,,,3.1e-05,-6.1e-05,0.000123,1
1,194318,0,0.0,0,,,0.000161,0.000187,0.000135,0
1,194320,0,0.0,0,,,0.001275,0.001334,0.001216,0
1,194322,2,1.4e-05,2,,,-4.8e-05,-6.3e-05,-3.3e-05,2
1,194324,2,0.0,0,,,1e-06,-5e-06,7e-06,0
1,194326,1,1.1e-05,2,,,-2.4e-05,-3.1e-05,-1.6e-05,2
1,194328,1,0.000546,3,,,-0.001347,-0.001162,-0.001532,3
1,194330,1,0.0,2,,,0.00014,0.000333,-5.4e-05,2
1,194332,1,0.0001,2,,,-0.000232,-0.000275,-0.000188,2
1,194334,3,0.0,0,,,0.000264,0.000355,0.000174,1
1,194336,1,2e-06,0,,,-5e-06,-8e-06,-2e-06,0
1,194338,2,0.0,0,,,2.7e-05,6e-05,-6e-06,0
1,194340,2,4.2e-05,1,,,-0.000168,-7.7e-05,-0.000259,1
1,194342,2,5.2e-05,3,,,-0.000203,-0.000131,-0.000275,3
1,194344,2,0.0,1,,,0.0004,0.000692,0.000107,1
1,194346,3,0.0,0,,,0.000215,0.000295,0.000135,0
